,Reaction,Total Sens,Sens Type
619,[H] + [Pt] <=> [Pt],37.137772902387724,H2Selec
620,[H] + [Pt] <=> [Pt],56.8418732760487,H2Yield
621,[H] + [Pt] <=> [Pt],23.49973365987115,CH4Conv
622,[H] + [Pt] <=> [Pt],56.608134810612306,FullOxSelec
623,[H] + [Pt] <=> [Pt],37.9823892275402,FullOxYield
624,[H] + [Pt] <=> [Pt],12.018095132588446,ExitT
625,[H] + [Pt] <=> [Pt],0.9003508813122112,MaxT
626,[H] + [Pt] <=> [Pt],258.53864786152985,DistToMaxT
627,[H] + [Pt] <=> [Pt],2.980478267240562,O2Conv
628,[H] + [Pt] <=> [Pt],6.8271166904626,MaxRateCH4Conv
629,[H] + [Pt] <=> [Pt],48.29165279254711,DistTo50CH4Conv
630,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],8.790122364069932,SynGasSelec
631,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],18.05429388568948,SynGasYield
632,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],10.838462037319204,COSelec
633,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],17.496137677940077,COYield
634,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],10.170546670902096,H2Selec
635,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],20.68467953379447,H2Yield
636,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],11.12797715782601,CH4Conv
637,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],23.312094024112206,FullOxSelec
638,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],14.926270050685513,FullOxYield
639,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],4.830664132727296,ExitT
640,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],0.7283013779896362,MaxT
641,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],198.29974002180853,DistToMaxT
642,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],2.14682804086976,O2Conv
643,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],6.392552240225601,MaxRateCH4Conv
644,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],29.24944915318606,DistTo50CH4Conv
645,C=[Pt] + C~[Pt] <=> 2 C#[Pt],10.817746621146929,SynGasSelec
646,C=[Pt] + C~[Pt] <=> 2 C#[Pt],19.901037985315305,SynGasYield
647,C=[Pt] + C~[Pt] <=> 2 C#[Pt],12.34794508599448,COSelec
648,C=[Pt] + C~[Pt] <=> 2 C#[Pt],19.737551985622193,COYield
649,C=[Pt] + C~[Pt] <=> 2 C#[Pt],11.491235308109562,H2Selec
650,C=[Pt] + C~[Pt] <=> 2 C#[Pt],19.78064736651076,H2Yield
651,C=[Pt] + C~[Pt] <=> 2 C#[Pt],10.396298335702774,CH4Conv
652,C=[Pt] + C~[Pt] <=> 2 C#[Pt],17.393024221112157,FullOxSelec
653,C=[Pt] + C~[Pt] <=> 2 C#[Pt],10.744828594719529,FullOxYield
654,C=[Pt] + C~[Pt] <=> 2 C#[Pt],3.5371504270995295,ExitT
655,C=[Pt] + C~[Pt] <=> 2 C#[Pt],0.6925721600534366,MaxT
656,C=[Pt] + C~[Pt] <=> 2 C#[Pt],219.51655152424897,DistToMaxT
657,C=[Pt] + C~[Pt] <=> 2 C#[Pt],2.1680314618963368,O2Conv
658,C=[Pt] + C~[Pt] <=> 2 C#[Pt],5.508354885197673,MaxRateCH4Conv
659,C=[Pt] + C~[Pt] <=> 2 C#[Pt],23.68170332192277,DistTo50CH4Conv
660,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],12.75966096001177,SynGasSelec
661,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],20.223689190101343,SynGasYield
662,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],14.716960434973888,COSelec
663,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],20.396297530330838,COYield
664,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],12.5272708277012,H2Selec
665,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],20.044998023188082,H2Yield
666,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],8.5497609376165,CH4Conv
667,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],16.78012081996814,FullOxSelec
668,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],9.809018765560438,FullOxYield
669,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],2.98192617507527,ExitT
670,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],0.6683786521496515,MaxT
671,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],248.00411502899027,DistToMaxT
672,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],2.778617540661263,O2Conv
673,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],5.275080036767976,MaxRateCH4Conv
674,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],29.14482651697718,DistTo50CH4Conv
675,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],18.111570398703385,SynGasSelec
676,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],25.74887278585027,SynGasYield
677,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],20.84129243700695,COSelec
678,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],26.100921290636055,COYield
679,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],18.549592614802265,H2Selec
680,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],27.253202076854187,H2Yield
681,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],11.787211478256882,CH4Conv
682,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],30.686524909926888,FullOxSelec
683,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],19.812877056594804,FullOxYield
684,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],5.803638000254452,ExitT
685,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],0.6623021131743826,MaxT
686,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],225.51166430843864,DistToMaxT
687,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],1.6743271245685318,O2Conv
688,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],7.175813417942595,MaxRateCH4Conv
689,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],28.991547129509105,DistTo50CH4Conv
